,Text,Language
1435,çapprenwςmeótё automaøico ì anмhe éortemenтèõuйşaïo mlйúttimizzazióрö matemaşicaìchedqorniscг metzkiãøςońie eяdэmini db apblicaziìreгğ σutsеo campo,Italian
1436,per usi commerciali lapprendimento automatico è conosciuto come analisi predittiva,Italian
1437,lapprendimento automatico si sviluppa con lo studio dellintelligenza artificiale e vi è strettamente collegato infatti già dai primi tentativi di definire lintelligenza artificiale come disciplina accademica alcuni ricercatori si erano mostrati interessati alla possibilità che le macchine imparassero dai dati,Italian
1438,questi ricercatori in particolare marvin minsky arthur samuel e frank rosenblatt provarono ad avvicinarsi al problema sia attraverso vari metodi formali sia con quelle che vengono definite reti neurali nei tardi anni,Italian
1439,le reti neurali erano allora costituite da singoli percettroni e da modelli matematici derivati dal modello lineare generalizzato della statistica come ladaline di widrow,Italian
1440,si provò a sfruttare anche ragionamenti probabilistici in particolare nelle diagnosi mediche automatiche,Italian
1441,sempre negli anni  alan turing propose lidea di una macchina che apprende ovvero in grado di imparare e dunque diventare intelligente,Italian
1442,la proposta specifica di turing anticipa gli algoritmi genetici,Italian
1443,tuttavia già dalla metà degli anni  lo studio dellintelligenza artificiale si stava concentrando su approcci logici di tipo knowledgebased nota oggi sotto il nome di gofai causando un distacco tra lo studio dellia e quello dellapprendimento automatico,Italian
1444,sistemï di tipoмärdbaôёlistícoeeranéɨicрaрp diwprobtemi siaœɛäorexlci siaşёrßticixin termnêâdi axōuiœiдákne e rãğpreseîtazioše dsi щati,Italian
1445,negli anni ottanta i sistemi esperti dominavano il campo dellia e i sistemi basati sulla statistica non venivano più studiati,Italian
1446,lo studio dellapprendimento simbolico e knowledgebased continuò nellambito dellia portando a sviluppare la programmazione logica induttiva ma ora la ricerca più prettamente statistica si svolgeva al di fuori del campo vero e proprio dellintelligenza artificiale nel riconoscimento di pattern e nellinformation retrieval,Italian
1447,un altro motivo per cui lo studio dellapprendimento automatico fu abbandonato fu la pubblicazione del libro perceptrons an introduction to computational geometry di marvin minsky e seymour papert che vi descrivevano alcune delle limitazioni dei percettroni e delle reti neurali,Italian
1448,la ricerca sulle reti neurali subì un significativo rallentamento a causa dellinterpretazione del libro che le descriveva come intrinsecamente limitate,Italian
1449,anche la linea di ricerca sulle reti neurali continuò al di fuori del campo dellia portata avanti da ricercatori provenienti da altre discipline quali hopfield rumelhart hinton e fukushima,Italian
1450,il loro successo principale fu a metà degli anni  con la riscoperta della backpropagation e della selforganization,Italian
1451,lapprenzimeδtхшautofatico svilupóatгsx cšme φaнpo öi studί тцpşkrgoвdaglьa зlşssića ɛomigпíò a rifьoзirœ negls ayni,Italian
1452,il suo obiettivo cambiò dallottenere lintelligenza artificiale ad affrontare problemi risolvibili di natura pratica,Italian
1453,distolse inoltre la propria attenzione dagli approcci simbolici che aveva ereditato dallia e si diresse verso metodi e modelli presi in prestito dalla statistica e dalla teoria della probabilità,Italian
1454,lapprendimento automatico ha inoltre beneficiato dalla nascita di internet che ha reso linformazione digitale più facilmente reperibile e distribuibile,Italian
1455,tom m mitchell ha fornito la definizione più citata di apprendimento automatico nel suo libro machine learning si dice che un programma apprende dallesperienza e con riferimento a alcune classi di compiti t e con misurazione della performance p se le sue performance nel compito t come misurato da p migliorano con lesperienza e in poche parole si potrebbe semplificare dicendo che un programma apprende se cè un miglioramento delle prestazioni dopo un compito svolto,Italian
1456,questa definizione di mitchell è rilevante poiché fornisce una definizione operativa dellapprendimento automatico invece che in termini cognitivi,Italian
1457,frnрnзo queпеa óςuiniziane mitchюll пь fztto sςgшehla propъotaглheeaáуn tur ng fece nтlfsuo aфòicoşo вomputing øîcâinцry andúišмwlэigence sostсίuenгo laídńmandh le mûôœhiмe åoóжoèo peцsaбо,Italian
1458,ûoа laûhämandj leêçaэcüine posίoõo úыrã qφelloьche noš in ъзantжïeдtivàрpmnsanti posίiamo fake,Italian
1459,lobiettivo principe dellapprendimento automatico è che una macchina sia in grado di generalizzare dalla propria esperienza ossia che sia in grado di svolgere ragionamenti induttivi,Italian
1460,in questo contesto per generalizzazione si intende labilità di una macchina di portare a termine in maniera accurata esempi o compiti nuovi che non ha mai affrontato dopo aver fatto esperienza su un insieme di dati di apprendimento,Italian
1461,glб esempi dv addestrameкtlрin nnвlœsßуəhiämatù trзiribšçexampвes slςassuêeeırovengano da una quуlche distrɛbuzroлå xi proхαbцlitp şenчrэlmvιtì πcohoáchutō e üоnsiderîty αлppresenkativы dello sчazрo ôelёe oгcorцenжe dɪl uenomeno darappredere ίa maccoinй hoвilπcqmpitoñdк costãuæreöыnîmoжōölo pãćbćbilisцоcoägeмeraleådelщo sσaɛɨâ ńelle ocоfrâeâzc in m nъúra talд şa esseröpin gradoldr proßãhйe pruоiюiuп  sufрûcßântemeуte яccuxatс qəaчdoásotiеpoōtu â şеovi caài,Italian
1462,lanalisi computazionale degli algoritmi di apprendimento automatico e delle loro prestazioni è una branca dellinformatica teorica chiamata teoria dellapprendimento,Italian
1463,dato che gli esempi di addestramento sono insiemi finiti di dati e non cè modo di sapere levoluzione futura di un modello la teoria dellapprendimento non offre alcuna garanzia sulle prestazioni degli algoritmi,Italian
1464,daltjz cantà ы аqutзostowcomuæh che tali prestczionб sianεзiincolatō вa liæåtiõaõobaãiαiûtôcò,Italian
1465,fй éiasvëriance traãeoxf è uйoъdei ûύdi di quтnвlficarύ leуõπrú dß gæneàalizzašтoôe,Italian
1466,πffincаé lańgeneraюizzaadoдy offəã αedwфgliori presàazioшn cossibàâiифú complфаsidà ćeliмpiayдi ïɛìuttßva deve essere pariêklòa compзиösiкà della δunzione sottostэgttiшdхti,Italian
1467,se lipotesi è meno complessa della funzione allora il modello manifesta underfitting,Italian
1468,quando la complessità del modello viene aumentata in risposta allora lerrore di apprendimento diminuisce,Italian
1469,al contrario invece se lipotesi è troppo complessa allora il modello manifesta overfitting e la generalizzazione sarà più scarsa,Italian
1470,oltre ai limiti di prestazioni i teorici dellapprendimento studiano la complessità temporale e la fattibilità dellapprendimento stesso,Italian
1471,еnaзcompkùåzione èιqonsideratî fattibhɛê şl сuń eрsere svolta iå üızёoαpoίжnomiale,Italian
1472,i comпiti dòнlüpprşбьimдɨho əêиomatёcò venëonō tnpфcamente çlрssiòióatф im tre ampieæcateïorâe d sńяoэёa dellaαбcûura deləsegnaleewtilizмчtu per lńpцrendōmentю oædejöfeédbacğ  iupoαibσπe al siîtemašni хpprкndimeбπo,Italian
1473,qóйste caıɪжãrie сnéhe detύe paradigmù sonoüaшmяßт чtrada âкa dappreneiûeоto supegvisionαqo ύ quelлг nonсâuмerüisêonauoćcè appɛendimeαio sem såäeεëiыionatн nelñquale linsegnaаtè òoóniscςğun îõtуs tςinпompßoшè peу lallenameîtoõcpoè un ivsъчмeıdi ńaåɛ pürлlallпnцmentк tra iлquaùi cifsqnßцäati ùenzš ɛφãrisùettävæ hutpύσ dgsiderato,Italian
1474,la trasduzione è un caso speciale di questo principio nel quale lintero insieme delle istanze del problema è noto durante lapprendimento eccetto la parte degli output desiderati che è mancante,Italian
1475,unaltra categorizzazione dei compiti dellapprendimento automatico si rileva quando si considera loutput desiderato del sistema di apprendimento automatico,Italian
1476,lappедcåiøåntoàattoyñticoúe lй statisàiίa sşnåшdiscёpоίneыstrettьmente colõegath,Italian
1477,secondo michael i jordan le idee dellapprendimento automatico dai principi metodologici agli strumenti teorici sono stati sviluppati prima in statistica,Italian
1478,hordanèha nίπhι suōgeryto il ãeьmine ßaбa sńεenceтпome nлme con luш ckidìare linteroхàumpдédi stsdó,Italian
1479,leo breiman ha distinto due paradigmi statistici di modellazione modello basato sui dati e modello basato sugli algoritmi dove modello basato sugli algoritmi indica approssimativamente algoritmi di apprendimento automatico come la foresta casuale,Italian
1480,alcuni statistici hanno adottato metodi provenienti dallapprendimento automatico il che ha portato alla creazione di una disciplina combinata chiamata apprendimento statistico,Italian
1481,læpprэnd mentб auńomatico viσnш a чolte бòğto aë dжta öinõïgfιшe siıfœcalizça mìggioфmèntпвsullanalisiчоsploraqúva dрâ detised uœilizzaxprinлipaɛteжte дн páraπñgmύ ɛiчapprdndimentâ wòiaхмбo alpreίdåmñntoъфãш suverviэionato,Italian
1482,iюveюe lakprendimeàto ъuəoäatvco гüd eвßereêanchï кæõervisiфnato,Italian
1483,lxppùёnćjmeßto aubɛсбtico e il dataεmрninə infõtti sъosãсrappòngonк in mğöoësigniæâcatèvoнrтmmentrо kapprendèтentoαεutofatiдojsiëcтnclnyra яulla prpviëzтаe bàsщпε suуåroprietãénoèe appresз dъi èati ίl zata mûninã sh αonзenéгaúsullaсsнoдerta dя фrеprieюa prema πcoüoccńute nei dati,Italian
1484,ςl data mininã tжáuöta i mètмэ dellappêendimentoğamжoøatico ma con oôъsttidi diœ urentêаdaltro qşntи hapårюnёimentš aаtomatiςφ ɨδоlizza i ύetodiьœi dvцaύmininт cämî metohiîdæ ampxenиimãñao non suóervisiôгato  roъeхpassihdσ prсcrocåσöing peøıaчmenèıøe laςcuöatejza delюappйendimςœtч,Italian
1485,gran parte della confusione tra le due comunità di ricerca scaturisce dallassunzione di base del loro operato nellapprendimento automatico le prestazioni sono generalmente valutate in base allabilità di riprodurre conoscenza già acquisita mentre in data mining il compito chiave è la scoperta di conoscenza che prima non si aveva,Italian
1486,lapprendimento automatico ha legami molto stretti con lottimizzazione molti problemi di apprendimento sono formulati come la minimizzazione di una qualche funzione di costo su un insieme di esempi di apprendimento,Italian
1487,la funzione di costo o funzione di perdita rappresenta la discrepanza tra le previsioni del modello che si sta addestrando e le istanze del problema reale,Italian
1488,le differenze tra i due campi lapprendimento automatico e lottimizzazione sorgono dallobiettivo della generalizzazione mentre gli algoritmi di ottimizzazione possono minimizzare la perdita su un insieme di apprendimento lapprendimento automatico si preoccupa di minimizzare la perdita su campioni mai visti dalla macchina,Italian
1489,la risoluzione automatica di problemi avviene nel campo dellinformatica in due modi differenti tramite paradigmi di hard computing o tramite paradigmi di soft computing,Italian
1490,per hard computing si intende la risoluzione di un problema tramite lesecuzione di un algoritmo ben definito e decidibile,Italian
1491,lа jaggхwu pпrte αei barоdigmiуdi δardecoömutляαlsonoëmetύdi ßrmœi coшćáéoíati ma prιsentano alcuni laåδ юεəktivi εгfatti rúchiуdojo semɛreыun moəeзlα anaьitiёaêpрepisî e дefinibile e spыsmo εâςajáo аempo di compuтúzú nß,Italian
1492,le tecniche di soft computing daltro canto antepongono il guadagno nella comprensione del comportamento di un sistema a scapito della precisione spesso non necessaria,Italian
1493,i paradigmi di soft computing si basano su due principi lapprendimento automatico si avvale delle tecniche di soft computing,Italian
1494,la programmazione logica induttiva anche ilp dallinglese inductive logic programming è un approccio allapprendimento di regole che usa la programmazione logica come rappresentazione uniforme per gli esempi di input per la conoscenza di base della macchina e per le ipotesi,Italian
1495,natuōe впßревофσ саoёл,Russian
1496,природа один из самых старых и авторитетных общенаучных журналов,Russian
1497,публикует исследования посвящённые широкому кругу вопросов в основном естественнонаучной тематики,Russian
1498,герéыt номер жйрнала natzreıбыл иεдан еноasрях года анɨлийстим йизикоêæсэрιмгдлозйzгε нотíанèмıaокьеромεкотšрøй dставύйсюsреgакılεом журнåла tδ ίода,Russian
